Day,PERD_GR,TR1_Corr_N,TR1_Pot_att,TR1_cosFi,TR2_Corr_N,TR2_Pot_att,TR2_cosFi,TR3_Corr_N,TR3_Pot_att,TR3_cosFi
2022-02-14,0.3820001143647835,-1.3190811870206038,-1.3059604719054385,0.4249777379599882,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,2.3793004763985564,2.441484958559235,2.507425542651813
2022-02-15,-0.13209403630580258,-0.6165466318697466,-1.3807084601869068,-0.2576936386808383,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,2.420747485821951,2.3735102386555864,2.4823171515163724
2022-02-16,-0.054011562391225,-0.5364245421316697,-0.880038693888726,-0.15239175007784259,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,2.4789682345573443,2.440021720589078,2.481223814047389
2022-02-17,0.13610259065818167,-0.8151943336710232,-0.8856165216100492,0.0721655984204902,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,2.4136926757073307,2.38518687765744,2.4920131696011816
2022-02-18,0.16082764280292783,-0.8297295313637996,-1.2073052323112712,0.1911894120947534,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,2.452494131337743,2.428835266307227,2.493439957072522
2022-02-19,0.20253348410520397,-0.9120956516228652,-1.1140972145351882,0.22408068466083741,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,2.3748912200769183,2.3714251245481126,2.4922831852946827
2022-02-20,0.37768868220973834,-0.6698423567432594,-0.829025939388855,0.6313172320434229,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,2.3175708878956285,2.39901813457035,2.5083859393798327
2022-02-21,0.22804803232857412,-0.5341805116106793,-0.5375995721214254,0.330326593884978,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,2.4048741630640555,2.45969495509784,2.503185068919785
2022-02-22,-0.005388963732921823,-0.3549130733997717,-0.7706196165616335,0.010169099051348988,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,2.3969375016851076,2.4254990837352683,2.490460579363551
2022-02-23,0.09460830472620256,-0.5099551821227192,-0.8738142076708698,0.14670337437953906,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,2.426920444672244,2.4651162517772724,2.498576391969348
2022-02-24,0.08907745229777034,-0.39367360058050815,-1.035717745041663,0.2316527761868085,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,2.3907645428348143,2.4517715214894396,2.5003130838161836
2022-02-25,-0.128773902492181,-0.12307151587456439,-0.8354003478993769,-0.10743998209711846,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,2.434857106051192,2.4422894281155934,2.4847888788305994
2022-02-26,0.006340830866934033,-0.7037578180264048,-1.276000751905983,-0.0210657784933953,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,2.438384511108502,2.46588079361668,2.490577177049381
2022-02-27,0.2610779907053974,-1.0186871013698926,-1.4890476496798877,0.36913356295573463,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,2.426920444672244,2.4782524706543576,2.5047530009581833
2022-02-28,0.29963755394265823,-1.1398137488096962,-1.1528330141304433,0.3227545023590069,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,2.4533759826020702,2.4882610183702325,2.5006506034330602
2022-03-01,-0.006938236235013153,-0.6020114341769701,-1.3637615478639833,0.0023603796651629166,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,2.5018778021400854,2.465533274598767,2.4882881803749295
2022-03-02,0.01635190773013689,-0.7764338064902867,-1.1773455123118157,-0.08448204502361993,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,2.4718948591529486,2.475680829921807,2.4953945024902513
2022-03-03,0.3150991238066044,-1.3529966483037492,-1.077177155545961,0.18054115838631785,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,2.4692493053599662,2.457540337186784,2.508843125042693
2022-03-04,0.3252586856241961,-1.1398137488096962,-1.0953345616062369,0.30477078498473265,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,2.494822992025465,2.46928647999222,2.5095764631193602
2022-03-05,0.2512451779259868,-1.0429124308578526,-1.247554149078217,0.2749556746011131,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,2.3951737991564523,2.443570072666709,2.5053451944677936
2022-03-06,0.14435028720636356,-0.8394196631589833,-1.546243478769757,0.18361732056878233,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,2.4771859667389142,2.382337221710559,2.496232164812135
2022-03-07,0.24220453507446715,-0.7570535428999177,-1.3519592339248039,0.35895856496768774,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,2.4921774382324826,2.395542944391227,2.5043357039773175
2022-03-08,-0.0001465594404472599,-0.6213916977673376,-1.201252763624513,-0.08235239428193282,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,2.527451488805584,2.435785646665473,2.495719748666513
2022-03-09,0.30861227170636074,-0.9799265741891561,-1.2514882537246106,0.4171690185738021,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,2.4419119161658123,2.4881220107630675,2.5094475919929167
2022-03-10,0.13692481031812143,-0.8539548608517596,-1.0339020044356353,0.07642489990386442,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,2.523042232483946,2.505706473069431,2.500061478283604
2022-03-11,0.2774809492758512,-0.8345745972613923,-1.26329056766379,0.4233213429386484,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,2.4692493053599662,2.4845078129767795,2.506514239686247
2022-03-12,0.34233815924400923,-1.0429124308578526,-1.3089867062488167,0.4344428523674727,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,2.4683674540956386,2.4348125934153186,2.5084503749430547
2022-03-13,0.17261441629713045,-0.7861239382854704,-1.3704192634194183,0.26643707163436464,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,2.431329700993882,2.4456551867741827,2.5007794745595042
2022-03-14,0.10889172306418766,-0.771588740592694,-1.12408378786834,0.10647663814765765,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,2.45690338765938,2.5146724637315687,2.501436103632335
2022-03-15,0.1593807801718467,-1.1155884193217345,-1.118031319181582,0.03738130297293406,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,2.434857106051192,2.4772099136006207,2.499447806252919
2022-03-16,0.3094942184060108,-1.057447628550629,-0.6955690048458265,0.30571729642551,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,2.34931753341142,2.4996596421577566,2.5078397712725247
2022-03-17,0.7961015069469466,-1.1010532216289581,-0.5194421660611493,0.49785911889769735,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,3.9357679579366756,2.4073585910002455,2.522699839495539
2022-03-18,-0.8460080057583494,4.20429393623442,-1.1948976715034165,0.5686108490937607,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,2.4330934035225367,2.5449066182899402,2.512479131824496
2022-03-19,0.381222269263247,-1.1301236170145108,-0.9945609579717052,0.4545562204833927,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,2.4136926757073307,2.507513571962575,2.5108927896251774
2022-03-20,0.10157800457354457,-0.6940676862312195,-1.228488872714927,0.1743888340214715,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,2.4057560143283827,2.5086256328198946,2.5006751503142874
2022-03-21,0.3615460120970549,-0.9653913764963796,-1.163424834332272,0.5354829486675029,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,2.430447849729554,2.5380952455388583,2.5127430107976902
2022-03-22,0.19082950074100194,-0.4954199844299428,-0.8862217684787245,0.34878356697959956,-2.4496171942493876,-2.3900890049249988,-2.4856126778934065,2.4048741630640555,2.5091121594449715,2.5108191489814953
2022-03-23,-0.4246192316405164,-1.1301236170145108,-0.7267392185826342,0.599845726638505,-0.6814116082119597,-0.5501142245675921,-0.585771002492675,0.039749072137575066,0.05500235875178423,0.05381748268946639
2022-03-24,0.05502798654223327,0.056917527895559664,-0.4979559022231566,0.18834987777250392,0.31372509751763433,0.44948324056916694,0.43907012163041875,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-03-25,0.36682995794405865,-0.6020114341769701,-0.31971069939811336,0.4682806363742928,0.28265076017192764,0.4781685155646515,0.4498477541331754,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-03-26,0.3311852361469335,-0.3403778757069953,-0.2870273684896166,0.5122934183691598,0.2712821001674007,0.4354443295125537,0.44586941269673386,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-03-27,0.4287436633751142,-0.4575020774053093,-0.5777432285633836,0.6720686648348306,0.3065414225002812,0.39644702829362855,0.4510208462112057,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-03-28,0.20913085816983965,-0.23378642595996796,-0.32273693374149326,0.3173120615746816,0.3319149535248775,0.45029317774551003,0.4403972642352827,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-03-29,-0.19936236235263202,-0.039983790056282324,-0.5799668529287354,-0.34571920267057216,0.3758737722090488,0.4566376856268643,0.4235765033131686,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-03-30,0.17059835160409445,-0.46150452314679735,-0.6072029620191495,0.1696562768177086,0.38572661087963866,0.4294372954546755,0.43581399268127535,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-03-31,0.4061342673068286,-0.8733351244421287,-0.5073372286876314,0.4178789021543645,0.34252570286243617,0.4154658791627573,0.44495584476408356,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-04-01,0.024947530714173573,-0.09812458082738784,-0.2728040670757343,-0.010890780505307113,0.35162063086605777,0.39926713563589555,0.4293048211611397,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-04-02,0.10759992291308602,-0.563250906996232,-0.818434119187028,0.05583827606755569,0.27204001083436896,0.33879182646894523,0.42983567820308566,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-04-03,0.10739107781581242,-0.39367360058050815,-0.8051186880761578,0.13084930774695192,0.32585166818913014,0.3661947009352198,0.42909186106873126,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-04-04,0.2975586520315235,-0.6892226203336285,-0.7763694618140548,0.33458589536835215,0.38042123621085955,0.40844642363445066,0.44124910460491634,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-04-05,0.1810685171473841,-0.23863149185756063,-0.18474064768339568,0.17959464694558178,0.37284212954117457,0.3385218474101641,0.4316597276902361,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-04-06,-2.3062434364988365,3.6422662921137348,4.656023807986187,-0.04165240232970403,-0.6010730775133023,-0.9433387236821605,-0.8270825645947737,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-04-07,0.18452281315961225,0.23133990020887624,0.7252480193707702,0.20396731654487604,0.3478310775312152,0.23910205901405024,0.4229900914645074,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-04-08,0.3080980616762267,0.3379313499559019,1.1985510706752969,0.38333123456698204,0.4054322882208189,0.2727144518322883,0.4287739641191942,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-04-09,0.41574478951804167,-0.24832162365274432,0.6880253369472045,0.44935040755928246,0.35010480953212064,0.2700821560091733,0.43079245542984795,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-04-10,0.22730701715001814,0.0375372643051906,-0.22468694101600287,0.3935062325550289,0.3440415241963733,0.25334345436474964,0.43098072449704944,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-04-11,0.20988775488295092,0.3137060204679435,0.04706890301946177,0.4107800663487408,0.30917763351582356,0.22830289666280934,0.4376256966558225,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-04-12,0.2123102186169221,0.454212931498113,0.22198524806678666,0.46402133489091857,0.277345385503148,0.20805446725423218,0.4333973585891624,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-04-13,0.15279955814553026,0.4445227997029309,0.24256364160176722,0.3229911302191806,0.27810329617011686,0.22094596731102617,0.4369189160592788,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-04-14,0.3126809819806095,0.36215667944386365,0.5615287413939478,0.5456579466555911,0.26976627883346355,0.24963124230651038,0.44259167910053465,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-04-15,0.2835089827354979,-0.31615254621903355,0.6054091393729487,0.15948127882966173,0.2985668841782654,0.25044117948285344,0.4329004517068764,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-04-16,0.5805743749586095,-0.44212425955643,0.6662364496748733,0.6625521095881672,0.2637029934977157,0.22951780242732397,0.4473354423183864,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-04-17,0.6677365041267984,-0.8442647290565759,0.19020978746130365,0.7179230288720321,0.27582956416921145,0.22330828407536005,0.455214965737498,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-04-18,0.5537443257738107,-0.5487157093034557,0.12696148968467616,0.6734369911568178,0.2955352415103912,0.24045195430795563,0.4455576885034987,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-04-19,0.3373521246291847,-0.2967722826286662,0.40567767270991273,0.3679504236547836,0.3447994348633416,0.2399794909550887,0.41446860139001984,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-04-20,0.3288194107631626,0.0375372643051906,0.7194981741183489,0.4389387817110206,0.4251379655619986,0.29735004094605744,0.4150920497764907,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-04-21,0.2501594607248455,-0.10781471262257321,0.31398277210551895,0.2825277661271255,0.4448436429031789,0.27669664294930874,0.4124840602390256,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-04-22,0.42186573828402785,-0.6165466318697466,0.017109183020006375,0.45692249908529486,0.388000342880544,0.23970951189630754,0.4144037874488521,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-04-23,0.5812171658364761,-0.4711946549419827,0.4192957272551197,0.7280980268601203,0.4312012508977465,0.2499687161299869,0.4238357590778397,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-04-24,0.624973505912819,-0.38882853468291545,0.07430501210987576,0.8492514912760706,0.37966332554389076,0.20447724472538328,0.4487767809148314,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-04-25,0.7267574615213123,-0.8006591359782468,0.48072828442571963,0.767614879511398,0.35616809486786855,0.24517658783662338,0.4575328357287836,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-04-26,0.5415053247918379,-0.3985186664781008,0.842665911893889,0.560565501847401,0.38421078954570154,0.2615103208928759,0.4380084075465273,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-04-27,0.3394851967320205,-0.350068007502179,0.7240375256334179,0.2676202109353157,0.3622313802036164,0.24814635748321495,0.4153821693226707,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-04-28,0.08134623046145811,-0.32099761211662625,0.6181193236151419,-0.12991459417961163,0.31524091885157146,0.2535459386588354,0.3910892868973562,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-04-29,0.08134623046145811,-0.32099761211662625,0.6181193236151419,-0.12991459417961163,0.31524091885157146,0.2535459386588354,0.3910892868973562,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-04-30,0.08134623046145811,-0.32099761211662625,0.6181193236151419,-0.12991459417961163,0.31524091885157146,0.2535459386588354,0.3910892868973562,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-05-01,0.08134623046145811,-0.32099761211662625,0.6181193236151419,-0.12991459417961163,0.31524091885157146,0.2535459386588354,0.3910892868973562,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-05-02,0.08134623046145811,-0.32099761211662625,0.6181193236151419,-0.12991459417961163,0.31524091885157146,0.2535459386588354,0.3910892868973562,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-05-03,0.08134623046145811,-0.32099761211662625,0.6181193236151419,-0.12991459417961163,0.31524091885157146,0.2535459386588354,0.3910892868973562,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-05-04,0.08134623046145811,-0.32099761211662625,0.6181193236151419,-0.12991459417961163,0.31524091885157146,0.2535459386588354,0.3910892868973562,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-05-05,0.08134623046145811,-0.32099761211662625,0.6181193236151419,-0.12991459417961163,0.31524091885157146,0.2535459386588354,0.3910892868973562,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-05-06,0.08134623046145811,-0.32099761211662625,0.6181193236151419,-0.12991459417961163,0.31524091885157146,0.2535459386588354,0.3910892868973562,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-05-07,0.08134623046145811,-0.32099761211662625,0.6181193236151419,-0.12991459417961163,0.31524091885157146,0.2535459386588354,0.3910892868973562,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-05-08,0.08134623046145811,-0.32099761211662625,0.6181193236151419,-0.12991459417961163,0.31524091885157146,0.2535459386588354,0.3910892868973562,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-05-09,0.08134623046145811,-0.32099761211662625,0.6181193236151419,-0.12991459417961163,0.31524091885157146,0.2535459386588354,0.3910892868973562,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-05-10,0.08134623046145811,-0.32099761211662625,0.6181193236151419,-0.12991459417961163,0.31524091885157146,0.2535459386588354,0.3910892868973562,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-05-11,0.08134623046145811,-0.32099761211662625,0.6181193236151419,-0.12991459417961163,0.31524091885157146,0.2535459386588354,0.3910892868973562,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-05-12,0.08134623046145811,-0.32099761211662625,0.6181193236151419,-0.12991459417961163,0.31524091885157146,0.2535459386588354,0.3910892868973562,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-05-13,0.08134623046145811,-0.32099761211662625,0.6181193236151419,-0.12991459417961163,0.31524091885157146,0.2535459386588354,0.3910892868973562,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-05-14,0.08134623046145811,-0.32099761211662625,0.6181193236151419,-0.12991459417961163,0.31524091885157146,0.2535459386588354,0.3910892868973562,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-05-15,0.08134623046145811,-0.32099761211662625,0.6181193236151419,-0.12991459417961163,0.31524091885157146,0.2535459386588354,0.3910892868973562,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-05-16,0.08134623046145811,-0.32099761211662625,0.6181193236151419,-0.12991459417961163,0.31524091885157146,0.2535459386588354,0.3910892868973562,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-05-17,0.08134623046145811,-0.32099761211662625,0.6181193236151419,-0.12991459417961163,0.31524091885157146,0.2535459386588354,0.3910892868973562,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-05-18,0.08134623046145811,-0.32099761211662625,0.6181193236151419,-0.12991459417961163,0.31524091885157146,0.2535459386588354,0.3910892868973562,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-05-19,0.08134623046145811,-0.32099761211662625,0.6181193236151419,-0.12991459417961163,0.31524091885157146,0.2535459386588354,0.3910892868973562,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-05-20,0.08134623046145811,-0.32099761211662625,0.6181193236151419,-0.12991459417961163,0.31524091885157146,0.2535459386588354,0.3910892868973562,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
2022-05-21,0.08134623046145811,-0.32099761211662625,0.6181193236151419,-0.12991459417961163,0.31524091885157146,0.2535459386588354,0.3910892868973562,-0.4011765600261982,-0.4020546536064927,-0.4021531095494243
